iter,cell_id,train_id,inference_id,macro_f1,micro_f1,mAP,top1_11class,temperature,ece_post,source
11,T7__I7,T7,I7,0.9266471997604073,0.9280125195618153,0.9377686966383922,0.81875,1.0,0.011623263359069824,outputs\stage1_260506_092930 p50_simple
11,T7__I10,T7,I10,0.9266471997604073,0.9280125195618153,0.9377686966383922,0.81875,1.0,0.011623263359069824,outputs\stage1_260506_092930 p50_simple
11,T7__I11,T7,I11,0.9266471997604073,0.9280125195618153,0.9377686966383922,0.81875,1.0,0.011623263359069824,outputs\stage1_260506_092930 p50_simple
11,T7__I12,T7,I12,0.9266471997604073,0.9280125195618153,0.9377686966383922,0.81875,1.0,0.011623263359069824,outputs\stage1_260506_092930 p50_simple
11,T7__I13,T7,I13,0.9266471997604073,0.9280125195618153,0.9377686966383922,0.81875,1.0,0.011623263359069824,outputs\stage1_260506_092930 p50_simple
11,T1__I3,T1,I3,0.8299683774211272,0.8321048321048321,0.8614073368037187,0.575,1.0,0.07494461089372634,outputs\stage1_260506_093205 p30_simple
11,T1__I7,T1,I7,0.8303235287968113,0.8367003367003367,0.8614073368037187,0.5958333333333333,1.0,0.07494461089372634,outputs\stage1_260506_093205 p30_simple
11,T1__I10,T1,I10,0.8303235287968113,0.8367003367003367,0.8614073368037187,0.5958333333333333,1.0,0.07494461089372634,outputs\stage1_260506_093205 p30_simple
11,T1__I11,T1,I11,0.8376495361228186,0.8435146443514644,0.8614073368037187,0.6104166666666667,1.0,0.07494461089372634,outputs\stage1_260506_093205 p30_simple
11,T1__I12,T1,I12,0.8303235287968113,0.8367003367003367,0.8614073368037187,0.5958333333333333,1.0,0.07494461089372634,outputs\stage1_260506_093205 p30_simple
11,T1__I13,T1,I13,0.8303235287968113,0.8367003367003367,0.8614073368037187,0.5958333333333333,1.0,0.07494461089372634,outputs\stage1_260506_093205 p30_simple
11,T3__I3,T3,I3,0.832883382480825,0.8478452066842568,0.8790633057930054,0.64375,1.0,0.008897602558135986,outputs\stage1_260506_093227 p30_simple
11,T3__I7,T3,I7,0.8432530980671753,0.8158273381294964,0.8790633057930054,0.5375,1.0,0.008897602558135986,outputs\stage1_260506_093227 p30_simple
11,T3__I10,T3,I10,0.8432530980671753,0.8158273381294964,0.8790633057930054,0.5375,1.0,0.008897602558135986,outputs\stage1_260506_093227 p30_simple
11,T3__I11,T3,I11,0.84649804152951,0.8183776022972002,0.8790633057930054,0.54375,1.0,0.008897602558135986,outputs\stage1_260506_093227 p30_simple
11,T3__I12,T3,I12,0.8363068124419364,0.8150782361308677,0.8790633057930054,0.55,1.0,0.008897602558135986,outputs\stage1_260506_093227 p30_simple
11,T3__I13,T3,I13,0.8432530980671753,0.8158273381294964,0.8790633057930054,0.5375,1.0,0.008897602558135986,outputs\stage1_260506_093227 p30_simple
11,T4__I3,T4,I3,0.8825228820203381,0.8710907704042715,0.8893871425042059,0.7708333333333334,1.0,0.06917864531278611,outputs\stage1_260506_093249 p30_simple
11,T4__I7,T4,I7,0.8805349956191643,0.8696969696969697,0.8893871425042059,0.7645833333333333,1.0,0.06917864531278611,outputs\stage1_260506_093249 p30_simple
11,T4__I10,T4,I10,0.8880212831605997,0.8852201257861635,0.8893871425042059,0.8270833333333333,1.0,0.06917864531278611,outputs\stage1_260506_093249 p30_simple
11,T4__I11,T4,I11,0.8590892075543841,0.848714069591528,0.8893871425042059,0.7375,1.0,0.06917864531278611,outputs\stage1_260506_093249 p30_simple
11,T4__I12,T4,I12,0.8275065110171361,0.8214804063860668,0.8893871425042059,0.6291666666666667,1.0,0.06917864531278611,outputs\stage1_260506_093249 p30_simple
11,T4__I13,T4,I13,0.8805349956191643,0.8696969696969697,0.8893871425042059,0.7645833333333333,1.0,0.06917864531278611,outputs\stage1_260506_093249 p30_simple
11,T5__I3,T5,I3,0.9125288701182792,0.9157392686804452,0.9640231513084674,0.7833333333333333,1.0,0.00014036893844604492,outputs\stage1_260506_093311 p30_simple
11,T5__I7,T5,I7,0.9130631089983696,0.9169960474308301,0.9640231513084674,0.7916666666666666,1.0,0.00014036893844604492,outputs\stage1_260506_093311 p30_simple
11,T5__I10,T5,I10,0.9130631089983696,0.9169960474308301,0.9640231513084674,0.7916666666666666,1.0,0.00014036893844604492,outputs\stage1_260506_093311 p30_simple
11,T5__I11,T5,I11,0.9130631089983696,0.9169960474308301,0.9640231513084674,0.7916666666666666,1.0,0.00014036893844604492,outputs\stage1_260506_093311 p30_simple
11,T5__I12,T5,I12,0.9177683487471114,0.9221085759244689,0.9640231513084674,0.8041666666666667,1.0,0.00014036893844604492,outputs\stage1_260506_093311 p30_simple
11,T5__I13,T5,I13,0.9130631089983696,0.9169960474308301,0.9640231513084674,0.7916666666666666,1.0,0.00014036893844604492,outputs\stage1_260506_093311 p30_simple
11,T6__I3,T6,I3,0.9420203064348877,0.9400921658986175,0.9377347814670526,0.8479166666666667,1.0,0.08180151581764222,outputs\stage1_260506_093332 p30_simple
11,T6__I7,T6,I7,0.9484912392632238,0.9464831804281345,0.9377347814670526,0.8583333333333333,1.0,0.08180151581764222,outputs\stage1_260506_093332 p30_simple
11,T6__I10,T6,I10,0.9200747209552416,0.9183673469387755,0.9377347814670526,0.8229166666666666,1.0,0.08180151581764222,outputs\stage1_260506_093332 p30_simple
11,T6__I11,T6,I11,0.9484912392632238,0.9464831804281345,0.9377347814670526,0.8583333333333333,1.0,0.08180151581764222,outputs\stage1_260506_093332 p30_simple
11,T6__I12,T6,I12,0.904268254253555,0.9015544041450777,0.9377347814670526,0.7625,1.0,0.08180151581764222,outputs\stage1_260506_093332 p30_simple
11,T6__I13,T6,I13,0.9484912392632238,0.9464831804281345,0.9377347814670526,0.8583333333333333,1.0,0.08180151581764222,outputs\stage1_260506_093332 p30_simple
11,T7__I3,T7,I3,0.9206120359472213,0.9194683346364347,0.9338648311159669,0.8,1.0,0.012095093727111816,outputs\stage1_260506_093353 p30_simple
11,T7__I7,T7,I7,0.9297312725232287,0.9313572542901716,0.9338648311159669,0.8270833333333333,1.0,0.012095093727111816,outputs\stage1_260506_093353 p30_simple
11,T7__I10,T7,I10,0.9297312725232287,0.9313572542901716,0.9338648311159669,0.8270833333333333,1.0,0.012095093727111816,outputs\stage1_260506_093353 p30_simple
11,T7__I11,T7,I11,0.9297312725232287,0.9313572542901716,0.9338648311159669,0.8270833333333333,1.0,0.012095093727111816,outputs\stage1_260506_093353 p30_simple
11,T7__I12,T7,I12,0.9297312725232287,0.9313572542901716,0.9338648311159669,0.8270833333333333,1.0,0.012095093727111816,outputs\stage1_260506_093353 p30_simple
11,T7__I13,T7,I13,0.9297312725232287,0.9313572542901716,0.9338648311159669,0.8270833333333333,1.0,0.012095093727111816,outputs\stage1_260506_093353 p30_simple
11,T1__I3,T1,I3,0.8431843877955356,0.8433179723502304,0.8640863871393438,0.5833333333333334,1.0,0.07417470216751099,outputs\stage1_260506_093814 p50_diverseN
11,T1__I7,T1,I7,0.8472965611167859,0.8538775510204082,0.8640863871393438,0.63125,1.0,0.07417470216751099,outputs\stage1_260506_093814 p50_diverseN
11,T1__I10,T1,I10,0.8472965611167859,0.8538775510204082,0.8640863871393438,0.63125,1.0,0.07417470216751099,outputs\stage1_260506_093814 p50_diverseN
11,T1__I11,T1,I11,0.8545628409362571,0.8603896103896104,0.8640863871393438,0.6458333333333334,1.0,0.07417470216751099,outputs\stage1_260506_093814 p50_diverseN
11,T1__I12,T1,I12,0.8472965611167859,0.8538775510204082,0.8640863871393438,0.63125,1.0,0.07417470216751099,outputs\stage1_260506_093814 p50_diverseN
11,T1__I13,T1,I13,0.8472965611167859,0.8538775510204082,0.8640863871393438,0.63125,1.0,0.07417470216751099,outputs\stage1_260506_093814 p50_diverseN
11,T3__I3,T3,I3,0.8187312333701481,0.8387096774193549,0.8711362403946663,0.6166666666666667,1.0,0.008949458599090576,outputs\stage1_260506_093841 p50_diverseN
11,T3__I7,T3,I7,0.8228501093926671,0.8460176991150442,0.8711362403946663,0.6416666666666667,1.0,0.008949458599090576,outputs\stage1_260506_093841 p50_diverseN
11,T3__I10,T3,I10,0.8228501093926671,0.8460176991150442,0.8711362403946663,0.6416666666666667,1.0,0.008949458599090576,outputs\stage1_260506_093841 p50_diverseN
11,T3__I11,T3,I11,0.8239611307242767,0.8470380194518126,0.8711362403946663,0.64375,1.0,0.008949458599090576,outputs\stage1_260506_093841 p50_diverseN
11,T3__I12,T3,I12,0.8124617838918015,0.8366464995678479,0.8711362403946663,0.6541666666666667,1.0,0.008949458599090576,outputs\stage1_260506_093841 p50_diverseN
11,T3__I13,T3,I13,0.8228501093926671,0.8460176991150442,0.8711362403946663,0.6416666666666667,1.0,0.008949458599090576,outputs\stage1_260506_093841 p50_diverseN
11,T4__I3,T4,I3,0.8723199577662599,0.8625664388762339,0.8924893455367495,0.7645833333333333,1.0,0.0694850042462349,outputs\stage1_260506_093910 p50_diverseN
11,T4__I7,T4,I7,0.8560724159561369,0.846328538985617,0.8924893455367495,0.7395833333333334,1.0,0.0694850042462349,outputs\stage1_260506_093910 p50_diverseN
11,T4__I10,T4,I10,0.8714398852589808,0.8705882352941177,0.8924893455367495,0.81875,1.0,0.0694850042462349,outputs\stage1_260506_093910 p50_diverseN
11,T4__I11,T4,I11,0.8364290566350532,0.8266464799394398,0.8924893455367495,0.7125,1.0,0.0694850042462349,outputs\stage1_260506_093910 p50_diverseN
11,T4__I12,T4,I12,0.8122571670256142,0.806966618287373,0.8924893455367495,0.6166666666666667,1.0,0.0694850042462349,outputs\stage1_260506_093910 p50_diverseN
11,T4__I13,T4,I13,0.8560724159561369,0.846328538985617,0.8924893455367495,0.7395833333333334,1.0,0.0694850042462349,outputs\stage1_260506_093910 p50_diverseN
11,T5__I3,T5,I3,0.9456176820551958,0.9441860465116279,0.9659573180410066,0.8520833333333333,1.0,0.00010573863983154297,outputs\stage1_260506_093938 p50_diverseN
11,T5__I7,T5,I7,0.9478712245822308,0.9465530596436871,0.9659573180410066,0.85625,1.0,0.00010573863983154297,outputs\stage1_260506_093938 p50_diverseN
11,T5__I10,T5,I10,0.9478712245822308,0.9465530596436871,0.9659573180410066,0.85625,1.0,0.00010573863983154297,outputs\stage1_260506_093938 p50_diverseN
11,T5__I11,T5,I11,0.948669850944887,0.9473684210526315,0.9659573180410066,0.8583333333333333,1.0,0.00010573863983154297,outputs\stage1_260506_093938 p50_diverseN
11,T5__I12,T5,I12,0.9478712245822308,0.9465530596436871,0.9659573180410066,0.85625,1.0,0.00010573863983154297,outputs\stage1_260506_093938 p50_diverseN
11,T5__I13,T5,I13,0.9478712245822308,0.9465530596436871,0.9659573180410066,0.85625,1.0,0.00010573863983154297,outputs\stage1_260506_093938 p50_diverseN
11,T6__I3,T6,I3,0.9471475792111441,0.9448698315467075,0.9439546655520754,0.8645833333333334,1.0,0.08093401193618774,outputs\stage1_260506_094005 p50_diverseN
11,T6__I7,T6,I7,0.9424195942355069,0.9403669724770642,0.9439546655520754,0.85625,1.0,0.08093401193618774,outputs\stage1_260506_094005 p50_diverseN
11,T6__I10,T6,I10,0.9118452925702847,0.910377358490566,0.9439546655520754,0.81875,1.0,0.08093401193618774,outputs\stage1_260506_094005 p50_diverseN
11,T6__I11,T6,I11,0.9424195942355069,0.9403669724770642,0.9439546655520754,0.85625,1.0,0.08093401193618774,outputs\stage1_260506_094005 p50_diverseN
11,T6__I12,T6,I12,0.9020099865086099,0.8984432913269088,0.9439546655520754,0.7625,1.0,0.08093401193618774,outputs\stage1_260506_094005 p50_diverseN
11,T6__I13,T6,I13,0.9424195942355069,0.9403669724770642,0.9439546655520754,0.85625,1.0,0.08093401193618774,outputs\stage1_260506_094005 p50_diverseN
11,T7__I3,T7,I3,0.9148703680079355,0.9143754909662215,0.9326819332531406,0.7958333333333333,1.0,0.011623263359069824,outputs\stage1_260506_094032 p50_diverseN
11,T7__I7,T7,I7,0.9222266203398279,0.9236760124610592,0.9326819332531406,0.81875,1.0,0.011623263359069824,outputs\stage1_260506_094032 p50_diverseN
11,T7__I10,T7,I10,0.9222266203398279,0.9236760124610592,0.9326819332531406,0.81875,1.0,0.011623263359069824,outputs\stage1_260506_094032 p50_diverseN
11,T7__I11,T7,I11,0.9222266203398279,0.9236760124610592,0.9326819332531406,0.81875,1.0,0.011623263359069824,outputs\stage1_260506_094032 p50_diverseN
11,T7__I12,T7,I12,0.9222266203398279,0.9236760124610592,0.9326819332531406,0.81875,1.0,0.011623263359069824,outputs\stage1_260506_094032 p50_diverseN
11,T7__I13,T7,I13,0.9222266203398279,0.9236760124610592,0.9326819332531406,0.81875,1.0,0.011623263359069824,outputs\stage1_260506_094032 p50_diverseN
